date,year,month,season,accession,sample,sheet,index,ct,hev,location,b,g,r,s,roost,region,species %,ff total
02-Jul-13,2013,Jul,Win,P13-11481,30,J,1,,0,Ingham,1,1,0,1,bgs,NQ,"97.5,2,0,0.5",2000
02-Jul-13,2013,Jul,Win,P13-11481,29,J,2,,0,Ingham,1,1,0,1,bgs,NQ,"97.5,2,0,0.5",2000
02-Jul-13,2013,Jul,Win,P13-11481,28,J,3,,0,Ingham,1,1,0,1,bgs,NQ,"97.5,2,0,0.5",2000
12-Jul-13,2013,Jul,Win,P13-11482,12,A,1,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,8,A,2,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,10,A,3,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,17,A,4,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,13,A,5,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,16,B,1,36.38,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,6,B,2,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,22,B,3,36.17,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,20,C,1,37.18,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,21,C,2,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,23,C,3,37.46,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,24,D,1,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,29,D,2,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,2,D,3,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,30,E,1,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,26,E,2,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,3,E,3,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,11,E,4,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,7,F,1,39.25,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,14,F,2,36.32,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,4,F,3,34.9,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,28,G,1,34.87,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,25,G,2,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,15,G,3,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,1,H,1,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,9,I,1,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,19,I,2,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,27,J,1,34.42,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
12-Jul-13,2013,Jul,Win,P13-11482,5,J,2,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,1,F,1,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,6,G,1,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,4,G,2,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,5,G,3,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,2,G,4,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,3,G,5,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,9,H,1,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,8,H,2,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,10,H,3,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,7,H,4,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,11,H,5,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,14,I,1,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,12,I,2,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,15,I,3,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,16,I,4,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,13,I,5,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
10-Jul-13,2013,Jul,Win,P13-12527,17,J,1,,0,Bundaberg Botanical Gardens,1,1,0,0,bg,CQ,"99.5,0.5,0,0",1500
04-Jun-13,2013,Jun,Win,P13-12142,11,A,1,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,19,A,2,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,20,A,3,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,3,A,4,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,1,A,5,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,12,A,6,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,2,A,7,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,21,A,8,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,4,B,1,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,24,B,2,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,6,B,3,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,5,B,4,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,23,C,1,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,22,C,2,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,8,C,3,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,9,C,4,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,7,C,5,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,10,D,1,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,13,F,1,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,14,F,2,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,17,G,1,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,15,G,2,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,18,G,3,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
04-Jun-13,2013,Jun,Win,P13-12142,16,G,4,,0,Cairns Central,0,0,0,1,s,NQ,"0,0,0,100",2000
05-Jun-13,2013,Jun,Win,P13-12524,3,A,1,32.56,1,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,1,A,2,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,2,A,3,36.79,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,4,B,1,36.82,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,6,B,2,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,5,B,3,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,8,C,1,35.25,1,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,7,C,2,26.33,1,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,9,C,3,26.03,1,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,12,D,1,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,10,D,2,37.22,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,11,D,3,35.08,1,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,15,E,1,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,13,E,2,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,14,E,3,29.95,1,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,17,F,1,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,16,F,2,33.55,1,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,18,F,3,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,20,G,1,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,21,G,2,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,19,G,3,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,22,H,1,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,23,H,2,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,24,H,3,32.66,1,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,25,I,1,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,26,I,2,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,27,I,3,33.14,1,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,30,J,1,38.69,1,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,29,J,2,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
05-Jun-13,2013,Jun,Win,P13-12524,28,J,3,,0,Boonah,1,1,0,0,bg,SEQ,"30,70,0,0",6000
06-Jun-13,2013,Jun,Win,P13-12525,1,A,1,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,3,A,2,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,2,A,3,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,6,B,1,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,5,B,2,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,4,B,3,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,8,C,1,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,7,C,2,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,9,C,3,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,10,D,1,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,11,E,1,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,17,G,1,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,16,G,2,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,12,G,3,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,15,G,4,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,13,G,5,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,14,G,6,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,23,H,1,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,18,H,2,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,22,H,3,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,20,H,4,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,19,H,5,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,24,H,6,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,21,H,7,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,25,I,1,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,26,I,2,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,28,J,1,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,29,J,2,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,27,J,3,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
06-Jun-13,2013,Jun,Win,P13-12525,30,J,4,,0,Redcliffe,1,1,0,0,bg,SEQ,"85,15,0,0",800
07-Jun-13,2013,Jun,Win,P13-12526,2,A,1,32.36,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,1,A,2,36.69,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,3,A,3,36.64,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,4,A,4,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,7,B,1,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,5,B,2,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,6,B,3,33.47,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,9,C,1,36.72,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,8,C,2,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,10,C,3,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,11,D,1,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,12,D,2,37.18,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,13,D,3,32.32,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,15,E,1,29.93,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,14,E,2,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,17,F,1,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,18,F,2,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,16,F,3,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,20,G,1,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,19,G,2,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,21,G,3,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,23,H,1,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,24,H,2,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,25,H,3,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,22,H,4,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,26,I,1,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,27,I,2,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,30,J,1,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,28,J,2,36.53,1,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
07-Jun-13,2013,Jun,Win,P13-12526,29,J,3,,0,Toowoomba,1,1,0,0,bg,SEQ,"50,50,0,0",1000
14-Mar-13,2013,Mar,Aut,P13-10473,3,A,1,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,4,A,2,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,2,A,3,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,5,A,4,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,1,A,5,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,9,B,1,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,6,B,2,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,7,B,3,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,8,B,4,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,10,C,1,30.35,1,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,13,D,1,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,12,D,2,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,11,D,3,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,14,E,1,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,15,E,2,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,16,E,3,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,19,F,1,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,17,F,2,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,18,F,3,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,21,G,1,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,22,G,2,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,20,G,3,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,25,H,1,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,23,H,2,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,24,I,1,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,26,I,2,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,27,I,3,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,29,J,1,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,28,J,2,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
14-Mar-13,2013,Mar,Aut,P13-10473,30,J,3,,0,Redcliffe,1,0,1,0,br,SEQ,"70,0,30,0",2500
08-Mar-13,2013,Mar,Aut,P13-10512,3,A,1,,0,Toowoomba,1,0,1,0,br,SEQ,"75,0,25,0",2000
08-Mar-13,2013,Mar,Aut,P13-10512,1,A,2,,0,Toowoomba,1,0,1,0,br,SEQ,"75,0,25,0",2000
08-Mar-13,2013,Mar,Aut,P13-10512,2,A,3,,0,Toowoomba,1,0,1,0,br,SEQ,"75,0,25,0",2000
08-Mar-13,2013,Mar,Aut,P13-10512,6,B,1,,0,Toowoomba,1,0,1,0,br,SEQ,"75,0,25,0",2000
08-Mar-13,2013,Mar,Aut,P13-10512,5,B,2,,0,Toowoomba,1,0,1,0,br,SEQ,"75,0,25,0",2000
08-Mar-13,2013,Mar,Aut,P13-10512,4,B,3,,0,Toowoomba,1,0,1,0,br,SEQ,"75,0,25,0",2000
08-Mar-13,2013,Mar,Aut,P13-10512,8,C,1,,0,Toowoomba,1,0,1,0,br,SEQ,"75,0,25,0",2000
08-Mar-13,2013,Mar,Aut,P13-10512,7,C,2,,0,Toowoomba,1,0,1,0,br,SEQ,"75,0,25,0",2000
08-Mar-13,2013,Mar,Aut,P13-10512,9,C,3,,0,Toowoomba,1,0,1,0,br,SEQ,"75,0,25,0",2000
