date,year,month,season,accession,sample,sheet,index,ct,hev,location,b,g,r,s,roost,region,species %,ff total
03-Aug-11,2011,Aug,Win,P11-74035,2,A,1,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,3,A,2,35.46,1,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,1,A,3,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,4,B,1,34.72,1,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,6,C,1,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,5,C,2,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,8,D,1,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,10,D,2,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,7,D,3,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,9,D,4,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,11,E,1,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,14,E,2,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,12,E,3,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,16,E,4,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,13,E,5,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,15,E,6,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,20,F,1,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,19,F,2,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,18,F,3,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,17,F,4,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,22,G,1,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,24,G,2,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,21,G,3,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,23,G,4,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,26,H,1,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,27,H,2,38.35,1,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,25,H,3,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,29,I,1,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,31,I,2,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,32,I,3,35.5,1,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,30,I,4,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
03-Aug-11,2011,Aug,Win,P11-74035,28,I,5,,0,Boonah,1,0,0,0,b,SEQ,"100,0,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,2,A,1,,0,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,1,A,2,38.34,1,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,3,B,1,,0,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,4,C,1,,0,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,5,C,2,36.46,1,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,6,C,3,38.61,1,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,7,D,1,38.12,1,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,8,E,2,33.19,1,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,9,E,3,35.07,1,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,10,E,4,33.31,1,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,11,F,1,,0,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,12,F,2,38.26,1,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,13,F,3,38.11,1,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,15,G,1,30.28,1,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,14,G,2,31.78,1,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,19,H,1,,0,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,16,H,2,,0,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,20,H,3,,0,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,18,H,4,,0,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,17,H,5,,0,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,24,I,1,,0,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,22,I,2,,0,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,21,I,3,,0,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,23,I,4,,0,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,25,I,5,,0,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,26,J,1,,0,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
10-Aug-11,2011,Aug,Win,P11-74485,27,J,2,36.26,1,Boonah,1,1,0,0,bg,SEQ,"97,3,0,0",1000
15-Aug-11,2011,Aug,Win,P11-74491,1,A,1,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,2,A,2,32.88,1,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,4,B,1,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,5,B,2,36.26,1,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,3,B,3,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,6,C,1,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,8,C,2,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,7,C,3,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,10,D,1,37.52,1,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,9,D,2,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,11,D,3,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,15,E,1,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,14,E,2,37.27,1,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,13,E,3,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,12,E,4,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,17,E,5,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,16,E,6,34.23,1,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,21,F,1,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,18,F,2,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,20,F,3,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,19,F,4,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,22,G,1,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,23,G,2,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,24,G,3,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,26,H,1,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,25,H,2,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,27,H,3,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,29,I,1,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,30,I,2,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,28,I,3,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,31,J,1,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
15-Aug-11,2011,Aug,Win,P11-74491,32,J,2,,0,Boonah,1,1,0,0,bg,SEQ,"60,40,0,0",4000
26-Aug-11,2011,Aug,Win,P11-74634,1,A,2,25.78,1,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,2,A,3,32.13,1,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,3,B,3,35.77,1,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,4,C,1,,0,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,5,C,2,37.7,1,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,8,D,1,35.14,1,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,6,D,2,,0,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,7,D,3,,0,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,9,D,4,,0,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,13,E,1,,0,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,11,E,2,,0,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,10,E,3,35.98,1,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,12,E,4,,0,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,15,F,1,,0,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,14,F,2,32.78,1,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,17,G,1,33.11,1,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,16,G,2,35.74,1,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,18,H,1,,0,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,20,H,2,37.73,1,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,19,H,3,,0,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,21,H,4,35.02,1,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,26,I,1,32.94,1,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,23,I,2,,0,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,25,I,3,37.6,1,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,24,I,4,,0,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,22,I,5,,0,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
26-Aug-11,2011,Aug,Win,P11-74634,27,J,1,,0,Carrara,1,0,0,0,b,SEQ,"100,0,0,0",500
29-Aug-11,2011,Aug,Win,P11-74705,3,A,1,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,1,A,2,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,2,A,3,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,5,B,1,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,6,B,2,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,4,B,3,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,7,C,1,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,9,C,2,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,8,C,3,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,12,D,1,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,11,D,2,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,10,D,3,32.78,1,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,14,E,1,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,15,E,2,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,13,E,3,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,17,F,1,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,18,F,2,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,16,F,3,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,21,G,1,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,19,G,2,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,20,G,3,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,22,H,2,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,23,H,3,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,24,H,4,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,26,I,1,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,27,I,2,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,25,I,3,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,31,J,1,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,30,J,2,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,28,J,3,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
29-Aug-11,2011,Aug,Win,P11-74705,29,J,4,,0,Boonah,1,1,0,0,bg,SEQ,"25,75,0,0",5000
10-Aug-11,2011,Aug,Win,P11-74777,3,A,1,35.06,1,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,34,H,1,33.24,1,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,33,K,1,32.82,1,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,1,NSD,1,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,26,NSD,2,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,19,NSD,3,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,12,NSD,4,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,21,NSD,5,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,24,NSD,6,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,18,NSD,7,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,15,NSD,8,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,31,NSD,9,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,10,NSD,10,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,8,NSD,11,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,30,NSD,12,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,2,NSD,13,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,6,NSD,14,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,17,NSD,15,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,16,NSD,16,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,29,NSD,17,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,14,NSD,18,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,27,NSD,19,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,22,NSD,20,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,5,NSD,21,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,9,NSD,22,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,25,NSD,23,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,23,NSD,24,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,11,NSD,25,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,4,NSD,26,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,13,NSD,27,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,35,NSD,28,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,7,NSD,29,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,32,NSD,30,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,28,NSD,31,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
10-Aug-11,2011,Aug,Win,P11-74777,20,NSD,32,,0,Hervey Bay,1,1,0,0,bg,CQ,"10,90,0,0",193000
29-Nov-11,2011,Dec,Spr,P11-76533,18,F,1,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,17,F,2,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,16,F,3,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,21,G,1,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,20,G,2,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,19,G,3,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,24,H,1,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,23,H,2,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,22,H ,1,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,27,I,1,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,25,I,2,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,26,I,3,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,30,J,1,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,29,J,2,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,28,J,3,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,13,NSD,1,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,15,NSD,2,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,12,NSD,3,35.2,1,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,7,NSD,4,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,14,NSD,5,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,6,NSD,6,33.84,1,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,4,NSD,7,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Spr,P11-76533,10,NSD,8,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
29-Nov-11,2011,Dec,Sum,P11-76533,3,NSD,9,,0,Lakeside,0,0,0,1,s,NQ,"0,0,0,100",20000
